[2023-12-28 00:46:13,012] 160 numexpr.utils - INFO - NumExpr defaulting to 8 threads.
[2023-12-28 00:46:16,285] 224 werkzeug - WARNING -  * Debugger is active!
[2023-12-28 00:46:16,298] 224 werkzeug - INFO -  * Debugger PIN: 341-465-243
[2023-12-28 00:46:52,056] 224 werkzeug - INFO - 127.0.0.1 - - [28/Dec/2023 00:46:52] "GET /predict HTTP/1.1" 200 -
[2023-12-28 00:46:52,204] 224 werkzeug - INFO - 127.0.0.1 - - [28/Dec/2023 00:46:52] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[2023-12-28 00:46:52,631] 224 werkzeug - INFO - 127.0.0.1 - - [28/Dec/2023 00:46:52] "GET /predict HTTP/1.1" 200 -
[2023-12-28 00:47:05,657] 67 root - INFO - Dataframe Gathered
[2023-12-28 00:47:05,958] 224 werkzeug - INFO - 127.0.0.1 - - [28/Dec/2023 00:47:05] "POST /predict HTTP/1.1" 200 -
[2023-12-28 00:47:05,997] 224 werkzeug - INFO - 127.0.0.1 - - [28/Dec/2023 00:47:05] "GET /predict HTTP/1.1" 200 -
[2023-12-28 00:52:02,149] 224 werkzeug - INFO -  * Detected change in 'D:\\Projects\\Project2_Prediction\\src\\components\\data_transformation.py', reloading
